geneid	Sam_11F	Sam_12F	Sam_14F	Sam_15F	Sam_1F	Sam_20F	Sam_22F	Sam_23F	Sam_24F	Sam_25F	Sam_27F	Sam_28F	Sam_29F	Sam_31F	Sam_34F	Sam_36F	Sam_38F	Sam_39F	Sam_42F	Sam_43F	Sam_44F	Sam_45F	Sam_50F	Sam_55F	Sam_7F
SOCS1	0.000286276	0.000170526	0.00014345	7.73E-05	0.001191722	0.000267744	0.000142629	0.000427344	0.000291122	0.000357225	0.000548581	0.000132691	0.001512627	0.000242332	0.000361941	0.000485394	0.000178746	0.000509323	0.000177055	0.000233568	0.000273706	0.000846373	8.03E-05	0.000404105	0.000178647
SOD2	0.001373779	0.00135104	0.000806094	0.00085681	0.000479132	0.000984374	0.000843499	0.001317539	0.00232436	0.001272768	0.000958291	0.001218771	0.00076057	0.001012299	0.002605892	2.48E-05	0.00115093	0.001046121	0.000640798	0.001802546	0.000921746	0.000671771	0.001037635	0.001275944	0.001041153
SOX17	7.17E-05	5.04E-05	2.32E-05	3.66E-05	0.001098555	7.36E-05	3.00E-05	2.31E-05	4.01E-05	1.95E-05	3.06E-05	2.08E-05	2.50E-05	4.69E-05	2.04E-05	0.000142541	3.28E-05	5.68E-05	4.94E-05	4.14E-05	4.39E-05	0.000217791	2.69E-05	3.14E-05	4.25E-05
SOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9	0.003542229	0.001988289	0.001589868	0.00517799	0.005269761	0.002973919	0.005005587	0.005231743	0.004355264	0.004177835	0.004508424	0.002827258	0.003247277	0.001887605	0.002546068	0.000513713	0.002849844	0.004866031	0.003173168	0.003998489	0.004171802	0.003711329	0.001988743	0.002639126	0.003236957
SPEN	0.001602067	0.001578509	0.002172701	0.00228056	0.003037358	0.001641201	0.002431396	0.002521007	0.001567817	0.002326422	0.002537592	0.001860986	0.001395075	0.001635875	0.00161766	0.000474	0.001830424	0.002191315	0.002349729	0.002806282	0.002379812	0.002250478	0.001496661	0.001673577	0.001822306
SPINK1	0.023381904	0.01370197	0.005496789	0.017145818	0.003996686	0.023737057	0.014706729	0.016908779	0.039860183	0.016253172	0.019687637	0.003170545	0.012226501	0.007743271	0.01580981	0.000396246	0.032308334	0.023916852	0.017095629	0.052363983	0.021790531	0.021476965	0.027364038	0.055333652	0.002506743
SPOP	0.000505798	0.000761945	0.000445131	0.00063921	0.000387993	0.000503026	0.000533774	0.000530503	0.000519505	0.000527979	0.00052346	0.000451637	0.000256579	0.000487724	0.000347177	4.69E-05	0.000536715	0.000496239	0.000535109	0.000568367	0.000470719	0.000531442	0.000410395	0.000582135	0.000490198
SPTA1	1.78E-05	3.62E-06	4.20E-07	3.20E-06	0.000292978	1.39E-05	4.79E-07	5.99E-07	7.41E-07	1.73E-07	4.72E-07	1.20E-06	6.04E-06	2.05E-06	6.75E-07	2.74E-05	6.87E-06	1.43E-06	2.04E-06	1.37E-06	2.51E-06	4.50E-05	2.76E-07	3.42E-07	2.67E-06
SRC	0.0009496	0.000936419	0.000910676	0.000739077	0.001972315	0.001336394	0.000901599	0.001280425	0.001401042	0.001089612	0.000991148	0.001036423	0.00080897	0.001006874	0.000902012	0.000115397	0.00130103	0.001453912	0.000739152	0.000920048	0.000843468	0.000765482	0.000425702	0.000610297	0.000927964
SRD5A2	2.23E-06	6.50E-07	0	5.48E-07	5.61E-05	3.98E-06	4.11E-07	0	2.66E-07	1.99E-07	0	3.01E-07	5.70E-07	1.08E-07	1.95E-07	1.12E-05	1.80E-06	1.87E-06	3.17E-07	9.30E-08	3.41E-07	5.79E-06	0	0	2.56E-07
STAG2	0.001494766	0.002298796	0.002221802	0.003335916	0.000521558	0.001446761	0.00315517	0.002567859	0.001874701	0.001809692	0.002573376	0.002311364	0.001024976	0.001855487	0.001526686	4.60E-05	0.001810988	0.002431775	0.003076988	0.003059507	0.002678704	0.002977653	0.001503736	0.002145563	0.002435106
STAT3	0.002616834	0.003119211	0.0022165	0.002363322	0.00139052	0.002412898	0.002035262	0.002859058	0.002091942	0.002624185	0.00231215	0.002313771	0.001086344	0.002647064	0.002026917	0.000334622	0.002481247	0.002085496	0.001721364	0.003016823	0.002578324	0.001868706	0.00178648	0.002046745	0.002619388
STAT5A	0.000250152	0.000340921	0.00028723	0.000200637	0.000239125	0.000266422	0.000265645	0.000206991	0.000219697	0.000307195	0.000212345	0.000245608	0.000144035	0.00023259	0.000223608	3.98E-05	0.000282248	0.000281608	0.000164506	0.000235387	0.000238053	0.000158209	0.000161135	0.000186972	0.000156291
STAT5B	0.000362281	0.000482632	0.000343341	0.000376473	0.000549369	0.000471669	0.000464862	0.000502897	0.000375097	0.000434716	0.00047245	0.000479233	0.000297615	0.000367022	0.000293988	8.02E-05	0.000410758	0.000430349	0.000372572	0.000425647	0.000455256	0.000330174	0.000303165	0.000316188	0.000334288
STK11	0.001206062	0.000889452	0.000900713	0.000724615	0.001881591	0.001246442	0.001213188	0.001178089	0.001381425	0.001408686	0.000854325	0.001028405	0.00072062	0.000700238	0.000834074	0.000242848	0.0012724	0.001085382	0.000894061	0.000887921	0.000911604	0.000935593	0.000753511	0.000957513	0.000776673
STK40	0.00067852	0.000576514	0.000542479	0.000401347	0.001145106	0.000583107	0.000444619	0.000514299	0.000754094	0.000446887	0.000378307	0.000606057	0.000382387	0.000418999	0.000479439	8.01E-05	0.000595712	0.000535006	0.000422119	0.000392488	0.000367418	0.000694219	0.000551271	0.000571347	0.000518589
SUFU	0.00044848	0.000501205	0.00030772	0.000416432	0.000834405	0.000580555	0.000517946	0.000432203	0.000580884	0.000540597	0.000434674	0.000440962	0.000306225	0.000378044	0.000367659	0.000142465	0.000574057	0.000744271	0.000356269	0.000461673	0.000446501	0.00067919	0.000268258	0.00039063	0.000382509
SUZ12	0.000134259	0.000150031	0.000170003	0.000246402	7.05E-05	0.00011115	0.000173593	0.000223835	0.000102905	0.000166513	0.000253021	0.000121228	9.88E-05	0.000131354	0.000133811	1.30E-05	0.00014233	0.000219544	0.00025812	0.000218	0.000185494	0.000189383	0.000142769	0.000170506	0.000161082
SYK	0.001770386	0.00158286	0.00181999	0.001823506	0.002171342	0.001865634	0.002254232	0.001896275	0.001944225	0.002057635	0.00178615	0.001710083	0.00097824	0.001375647	0.001409387	0.000101297	0.001914168	0.001690786	0.001655131	0.001815596	0.001769981	0.001643802	0.001227643	0.001409086	0.001339074
SYNE1	0.000295309	0.00090846	0.000626049	0.000535918	0.001717634	0.000424375	0.000373705	0.000533848	0.000435321	0.000272965	0.000597742	0.000530377	0.00022279	0.000428865	0.000464138	0.000238393	0.000383799	0.000710844	0.000547031	0.000647453	0.000655037	0.001021508	0.000531333	0.000496652	0.000340949
TAF1	0.000566742	0.000570686	0.000641868	0.000869962	0.000486144	0.000542356	0.001205837	0.000948423	0.00073758	0.000761421	0.00108264	0.000660028	0.000486549	0.000585643	0.00055096	1.91E-05	0.000711032	0.00115341	0.000902055	0.00097998	0.000906933	0.000760884	0.000404634	0.000490929	0.000636245
TBX3	0.001342696	0.000520153	0.000299098	0.001171174	0.00190719	0.001468878	0.001603466	0.001600643	0.001517578	0.001415118	0.001229444	0.000522361	0.001216307	0.000482567	0.000466906	0.000255942	0.001662638	0.001552381	0.001411209	0.001433378	0.001501809	0.001087001	0.000481395	0.000786315	0.000232059
TCF3	0.000425351	0.000200788	0.000372958	0.000400512	0.000702338	0.000393277	0.000443154	0.000474194	0.000465026	0.000404451	0.000564879	0.000342537	0.000283194	0.000232722	0.000401341	6.99E-05	0.000425282	0.000441051	0.000424779	0.000327437	0.000375364	0.000601795	0.000303398	0.000375601	0.000356736
TCF7L2	0.001014864	0.000840302	0.002164882	0.001355944	0.000777155	0.000961596	0.00178484	0.001406774	0.001367586	0.001546577	0.001697947	0.002040321	0.001962321	0.00125555	0.001044771	0.000126937	0.001412833	0.00297816	0.002188489	0.002421538	0.001800588	0.002441985	0.000847808	0.00095329	0.001441464
TERT	0.000176013	3.13E-05	1.71E-05	4.01E-05	0.00119415	6.92E-05	2.23E-05	2.51E-05	1.76E-05	5.45E-05	0.000101923	1.66E-05	4.52E-05	3.59E-05	0.000205919	0.000204879	3.20E-05	6.82E-05	2.20E-05	1.05E-05	2.70E-05	0.000166518	6.00E-05	1.10E-05	2.18E-05
TET1	5.32E-05	7.81E-05	0.000118558	8.74E-05	0.000777091	5.72E-05	4.92E-05	7.85E-05	5.09E-05	6.44E-05	0.000112375	6.67E-05	8.04E-05	5.29E-05	8.62E-05	9.63E-05	5.74E-05	0.000121303	7.40E-05	8.04E-05	0.000101647	0.000289161	3.02E-05	5.74E-05	4.49E-05
TET2	0.001459964	0.001587996	0.002129808	0.002558424	0.0037477	0.001691127	0.002233892	0.003608162	0.00187894	0.00222714	0.004138845	0.00186277	0.002039902	0.001698767	0.00138049	0.000409844	0.001899114	0.003960473	0.002792115	0.0034045	0.003110544	0.003907542	0.0011792	0.001920378	0.001929943
TGFBR1	0.00085103	0.001271388	0.001045305	0.001446632	0.00112888	0.000902498	0.00107701	0.001193578	0.001131505	0.00110532	0.001204026	0.000916252	0.000907238	0.000939019	0.001016111	0.000140644	0.000902989	0.000784738	0.001297839	0.001312381	0.001247538	0.001133833	0.001101	0.001386865	0.001491137
TGFBR2	0.001320989	0.002457012	0.001602857	0.001789468	0.00162463	0.001540866	0.002024489	0.001456025	0.002090726	0.001347978	0.001187022	0.002191768	0.000865088	0.001852069	0.001050247	0.00015091	0.001446377	0.001376539	0.001389291	0.001875897	0.001993457	0.001467355	0.001403794	0.001644753	0.001434112
TMEM127	0.000297907	0.000429627	0.000489316	0.000323645	0.00041327	0.00032908	0.000366896	0.000315359	0.000356555	0.000362619	0.000254294	0.00050635	0.000199965	0.000350638	0.000245444	4.72E-05	0.000407844	0.000453865	0.000299227	0.000435453	0.000336867	0.000427415	0.00029474	0.000378604	0.000405389
TMPRSS2	0.001705481	0.001814205	0.002793597	0.001548817	0.001454565	0.001907861	0.001457761	0.002064382	0.001776364	0.001987604	0.001560038	0.003327903	0.0011604	0.002049433	0.001369587	4.93E-05	0.002626919	0.0022015	0.001661181	0.002736474	0.001774379	0.00109226	0.001227224	0.002490758	0.003346085
TNFAIP3	0.000769197	0.000913856	0.00066405	0.000643568	0.001323443	0.000645011	0.000761121	0.001744356	0.00126068	0.000904804	0.00092766	0.000869019	0.000563455	0.000683803	0.001214241	0.000192172	0.000674092	0.00084897	0.000627307	0.001006409	0.001140367	0.000916307	0.000446997	0.000769357	0.000487739
TNFRSF14	0.000898969	0.000846351	0.000849714	0.00060522	0.002150013	0.001362833	0.000941304	0.00090725	0.001022838	0.001170924	0.000775349	0.001296462	0.000604173	0.000842296	0.000696973	8.97E-05	0.001162692	0.000965298	0.000566374	0.000686098	0.001001628	0.000807068	0.000444627	0.000646751	0.001042831
TOP1	0.00148385	0.001680665	0.002949111	0.002164698	0.000661611	0.001261807	0.001824016	0.001789965	0.001497347	0.001401692	0.001964621	0.001969166	0.000508784	0.002044174	0.00170891	6.77E-05	0.00135269	0.001223515	0.001888576	0.001987269	0.001821162	0.001537888	0.001134223	0.001216279	0.002408007
TOP2A	0.001008231	0.000605539	0.000475555	0.000721153	0.000241559	0.000751321	0.000565897	0.000450384	0.000294994	0.000900884	0.000943897	0.0003291	0.000238877	0.000947248	0.001040869	1.75E-05	0.000640649	0.00062802	0.001341813	0.000251055	0.000415688	0.000608734	0.000904999	0.000432069	0.000563949
TP53	0.004586283	0.003032224	0.002503375	0.004527549	0.003808826	0.004350037	0.005316621	0.003772894	0.003890585	0.005725363	0.004010079	0.003288908	0.002162279	0.002657912	0.004379738	0.000537244	0.004513137	0.003510039	0.003776363	0.003955989	0.003494471	0.002384001	0.003365028	0.003743678	0.004120898
TP63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF7	0.002357318	0.001679512	0.002037031	0.001552745	0.001680562	0.002024318	0.002016938	0.001733279	0.002461735	0.002394498	0.001657815	0.002097002	0.001222796	0.001768577	0.002363027	6.09E-05	0.002034037	0.002019604	0.001637497	0.001522595	0.00167926	0.00253866	0.001723567	0.002690913	0.001796423
TSC1	0.001489187	0.001446929	0.001037802	0.001676132	0.00227463	0.00187956	0.001634184	0.002262395	0.001672949	0.002311723	0.002561496	0.001654315	0.001474267	0.0011062	0.001181314	0.000241184	0.002293195	0.00383421	0.001653179	0.001856062	0.001612805	0.001956134	0.000672792	0.001606365	0.001642693
TSC2	0.005429145	0.00405466	0.003999849	0.005360038	0.007750577	0.006014638	0.006548777	0.007294321	0.007642437	0.007282759	0.006634372	0.006075524	0.005161149	0.003987281	0.00440336	0.000634103	0.006360511	0.007026119	0.005349664	0.006174369	0.006187698	0.005065759	0.003297694	0.004415006	0.003738436
TSHR	0.000107427	0.000104401	4.97E-05	8.31E-05	0.001639752	0.000161024	9.11E-05	7.07E-05	8.54E-05	8.64E-05	0.000103993	6.25E-05	7.98E-05	5.56E-05	6.27E-05	0.000165646	9.15E-05	0.00091483	8.80E-05	6.88E-05	0.000129149	0.000897571	1.67E-05	2.87E-05	8.22E-05
TTN	0.000175553	0.000104747	0.000223953	0.000110434	0.002172491	0.000215588	0.000212656	0.000267138	7.82E-05	5.90E-05	0.000221079	0.000176216	0.000107028	0.000163954	4.42E-05	0.000216906	0.000144859	0.000426466	0.000229806	0.000176533	0.000360472	0.00041277	9.26E-05	3.68E-05	0.000206374
TYMS	0.000325516	0.000212913	0.000208884	0.00015695	0.000204521	0.000240464	0.000158797	0.000283921	9.90E-05	0.000219088	0.000366933	8.22E-05	0.000162889	0.00027943	0.000147578	0.000132128	0.000192547	0.000267907	0.000313759	9.90E-05	8.81E-05	0.000343159	0.00018656	0.000140804	9.68E-05
U2AF1	0.003016785	0.001671617	0.002884942	0.003489054	0.004148121	0.002439565	0.003279885	0.00350468	0.002675199	0.00249122	0.003675456	0.002305848	0.002312336	0.002840988	0.0027267	0.00062102	0.002313741	0.003732501	0.003412541	0.002891311	0.003545014	0.003306743	0.002593272	0.002532693	0.002804795
UGT1A1	8.06E-05	6.09E-05	0.00028546	5.34E-05	0.00045151	5.41E-05	6.86E-05	3.13E-05	3.39E-05	9.52E-05	4.52E-05	0.000122754	4.88E-05	5.39E-05	1.37E-05	7.91E-05	7.07E-05	6.14E-05	5.90E-05	3.58E-05	7.34E-05	0.000103694	1.33E-05	3.61E-06	3.29E-05
UGT1A9	0	0	1.95E-07	0	0	0	0	0	0	0	0	0	3.31E-07	0	0	0	0	0	0	0	0	0	0	0	0
UMPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEGFA	0.002787735	0.002310126	0.003679326	0.003965296	0.005396684	0.003075044	0.00564922	0.004570957	0.005166924	0.004567649	0.003806843	0.005560175	0.004975232	0.002604661	0.006463463	0.002381754	0.003871675	0.005313417	0.003744547	0.00342015	0.005708104	0.008787598	0.001117818	0.001253777	0.007046687
VHL	0.000823315	0.000785915	0.000893468	0.000956892	0.001115193	0.000758298	0.001055654	0.000924632	0.000866333	0.000905044	0.001077023	0.00087926	0.000747864	0.00071693	0.000817329	0.001199126	0.000881947	0.001147574	0.001046547	0.000902569	0.00107294	0.001235869	0.000726908	0.001033713	0.000774473
VTCN1	4.19E-05	9.11E-06	6.16E-06	1.68E-06	0.000763602	3.97E-05	1.01E-06	7.44E-07	9.22E-07	4.92E-06	0	3.09E-06	1.48E-05	6.53E-06	0	8.14E-05	1.46E-05	1.58E-05	3.86E-06	1.89E-06	9.80E-06	0.00014312	9.62E-07	1.24E-06	6.42E-07
WISP3	3.56E-05	1.46E-05	2.51E-05	6.09E-05	0.000526414	3.11E-05	0.000109622	5.96E-06	9.89E-05	1.91E-05	1.07E-05	1.06E-05	5.68E-05	2.37E-05	0.000230577	6.65E-05	2.35E-05	2.11E-05	3.27E-05	1.01E-05	8.09E-05	4.31E-05	2.43E-06	2.37E-06	0.000100398
WT1	1.84E-05	7.34E-06	1.29E-06	3.28E-06	0.000433377	1.92E-05	7.25E-06	1.86E-06	7.90E-07	1.62E-07	1.33E-06	1.62E-06	9.96E-06	1.31E-06	1.33E-06	8.68E-05	7.87E-06	8.75E-06	3.11E-06	1.96E-06	4.79E-06	9.89E-05	6.16E-07	1.51E-06	1.47E-06
XIAP	0.000144127	0.000172671	0.00031042	0.000276032	0.000174458	0.000147801	0.000319495	0.000244697	0.000180938	0.000175457	0.000293862	0.000252233	0.000152364	0.000192329	0.000162447	2.54E-05	0.000179222	0.000279165	0.000309323	0.000246587	0.000282189	0.000434406	0.000119394	0.000170434	0.000253065
XPC	6.44E-05	6.51E-05	4.84E-05	4.70E-05	0.000263707	8.41E-05	6.58E-05	6.54E-05	6.62E-05	7.34E-05	6.08E-05	6.54E-05	2.46E-05	4.14E-05	4.61E-05	3.22E-05	8.04E-05	2.96E-05	4.01E-05	5.30E-05	5.81E-05	6.27E-05	2.66E-05	2.37E-05	5.16E-05
XRCC1	9.22E-05	6.89E-05	5.01E-05	7.40E-05	6.93E-05	8.04E-05	9.13E-05	6.75E-05	0.000101496	8.98E-05	6.69E-05	7.46E-05	5.22E-05	5.54E-05	8.76E-05	2.14E-06	9.41E-05	8.38E-05	8.49E-05	7.62E-05	5.82E-05	3.28E-05	5.62E-05	7.55E-05	5.84E-05
XRCC2	0.000185853	5.26E-05	7.95E-05	0.000108919	0.000741336	0.000136688	8.94E-05	7.30E-05	5.12E-05	0.000106151	0.000213941	2.35E-05	7.71E-05	7.61E-05	0.000142539	6.73E-05	8.55E-05	4.93E-05	0.000161751	2.61E-05	6.52E-05	9.59E-05	8.89E-05	3.35E-05	8.78E-05
YAP1	0.001510846	0.001121885	0.000904686	0.001629717	0.000912627	0.001440322	0.001490565	0.001621664	0.001741576	0.001622028	0.001518764	0.001451723	0.000851248	0.002024791	0.00112413	6.48E-05	0.001557267	0.001123734	0.001344857	0.001576037	0.001760179	0.001029114	0.000854526	0.001049182	0.000929743
YES1	0.000522414	0.000663209	0.000743407	0.00106763	0.000383626	0.00044693	0.000961265	0.000903801	0.00060092	0.000652616	0.001045702	0.000613112	0.000606498	0.000510759	0.000492058	3.63E-05	0.000680662	0.001198268	0.001643458	0.001219854	0.000835156	0.001744776	0.000592791	0.001046461	0.000943111
ZBTB2	0.000320219	0.000305889	0.000262052	0.000368565	0.001095076	0.000271595	0.000388754	0.000426149	0.000292365	0.000328908	0.000460702	0.00026934	0.000457379	0.00025557	0.0002297	0.000161426	0.000313175	0.000522738	0.000448568	0.000474548	0.000385619	0.000628924	0.000337714	0.000449004	0.000260696
ZFHX3	0.001157596	0.001026322	0.000565294	0.001368282	0.002701133	0.001343918	0.00112492	0.001599296	0.001384265	0.001628261	0.001480028	0.000991079	0.001173164	0.000771494	0.000642838	0.000303721	0.001669338	0.00155514	0.001234889	0.001853923	0.001270118	0.001154698	0.000631684	0.001009669	0.000956715
ZNF217	0.00138403	0.001845387	0.002103089	0.001839463	0.003304683	0.001856899	0.002070556	0.002444523	0.001803701	0.001817519	0.002722012	0.002337631	0.001775338	0.001621225	0.00141727	0.000534232	0.00191965	0.002503051	0.002059422	0.002463256	0.002560214	0.002455209	0.001237906	0.001556981	0.001886851
ZNF703	0.001224124	0.000478925	0.000859321	0.001880904	0.000832906	0.001436788	0.002206375	0.00199676	0.001638863	0.002537584	0.001897438	0.001103668	0.002892061	0.000972266	0.00090806	0.000136277	0.001855881	0.005114797	0.003134937	0.002825491	0.001925738	0.005320832	0.001396388	0.002562789	0.000933122
ZRSR2	3.44E-05	4.67E-05	4.56E-05	4.06E-05	3.77E-05	3.15E-05	5.35E-05	7.78E-05	6.04E-05	4.27E-05	6.45E-05	4.75E-05	2.75E-05	4.60E-05	3.67E-05	0	4.55E-05	6.02E-05	0.000110389	9.73E-05	7.07E-05	5.01E-05	2.13E-05	6.63E-05	6.09E-05
